SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Hap02_000324-T1	Hap01_002681-T1	0.658031	1.772152	0.371317	1401.686142	488.313858	1.619822	2.837649	2199
Hap02_000326-T1	Hap01_009344-T1	0.553685	4.010941	0.138044	716.829140	210.170860	1.360211	4.012557	1329
Hap02_000327-T1	Hap01_005501-T1	0.522154	2.769488	0.188538	945.284420	260.715580	1.433996	3.023962	2310
Hap02_000329-T1	Hap01_000485-T1	0.395386	3.209371	0.123197	810.646318	269.353682	0.976074	3.291594	1383
Hap02_000330-T1	Hap01_000486-T1	0.064378	3.483065	0.018483	376.031631	103.968369	0.588142	2.414604	513
Hap02_000331-T1	Hap01_000489-T1	0.600558	4.082639	0.147100	797.745598	231.254402	1.254195	4.149330	1767
Hap02_000333-T1	Hap01_000490-T1	0.170756	4.270502	0.039985	1430.919659	297.080341	0.714865	2.626771	1908
Hap02_000334-T1	Hap01_000491-T1	0.326783	1.521211	0.214817	529.748173	247.251827	1.829035	2.120597	858
Hap02_000335-T1	Hap01_000492-T1	0.338936	1.537332	0.220470	855.662876	281.337124	1.175301	1.906395	1377
Hap02_000336-T1	Hap01_000493-T1	0.081166	4.454814	0.018220	1429.159220	379.840780	0.905110	2.998539	1875
Hap02_000337-T1	Hap01_000484-T1	0.182943	1.703164	0.107414	1086.124924	323.875076	1.205947	1.596407	1419
Hap02_000338-T1	Hap01_008553-T1	0.858222	1.550181	0.553627	754.118341	283.881659	1.637397	3.142397	1548
Hap02_000344-T1	Hap01_000514-T1	0.465197	2.587555	0.179782	2113.690267	622.309733	0.930742	2.843796	3291
Hap02_000346-T1	Hap01_000510-T1	0.720928	1.477158	0.488051	432.131577	158.868423	1.581885	2.772637	726
Hap02_000347-T1	Hap01_000511-T1	0.700262	1.797180	0.389645	2343.647400	854.352600	1.317469	2.979918	4449
Hap02_000348-T1	Hap01_000536-T1	0.238979	1.696424	0.140872	1004.637075	348.362925	1.103431	1.842702	2208
Hap02_000349-T1	Hap01_000548-T1	0.322528	2.138734	0.150803	1172.223170	402.776830	1.688602	2.360965	2076
Hap02_000353-T1	Hap01_000518-T1	0.323447	1.928607	0.167710	242.741642	75.258358	1.143866	2.109979	324
Hap02_000354-T1	Hap01_000519-T1	0.664734	1.613910	0.411878	2000.699855	723.300145	1.116105	2.750303	4362
Hap02_000356-T1	Hap01_000521-T1	0.166251	2.711328	0.061317	709.946334	229.053666	1.325026	2.361243	975
Hap02_000358-T1	Hap01_000522-T1	0.355088	1.657730	0.214201	1480.057376	496.942624	1.388283	2.047569	4563
Hap02_000359-T1	Hap01_000523-T1	0.255715	1.307679	0.195549	330.338548	119.661452	2.656454	1.606343	702
Hap02_000361-T1	Hap01_000525-T1	0.079918	1.125171	0.071027	1009.624905	394.375095	1.813001	1.120570	1413
Hap02_000362-T1	Hap01_000527-T1	0.145843	1.695279	0.086029	202.707984	40.292016	0.608051	1.208269	243
Hap02_000363-T1	Hap01_000528-T1	0.495823	1.272126	0.389759	1626.351227	611.648773	1.495062	2.123963	3342
Hap02_000365-T1	Hap01_000530-T1	0.335608	1.815092	0.184898	1303.648084	436.351916	1.244544	2.119885	1983
Hap02_000366-T1	Hap01_000531-T1	0.291410	1.342937	0.216994	1419.439070	518.560930	1.052492	1.718317	2400
Hap02_000367-T1	Hap01_000541-T1	0.215243	1.568559	0.137223	951.192763	290.807237	1.259448	1.596342	1581
Hap02_000368-T1	Hap01_000540-T1	0.184228	1.233308	0.149377	518.854537	204.145463	0.864670	1.441335	822
Hap02_000369-T1	Hap01_000538-T1	0.165117	1.404927	0.117527	693.605481	230.394519	1.348058	1.422771	1014
